RPM,Power,Torque
RPM,Power (HP),Torque (lb-ft)
3467.1009771986974,27.25085910652922,41.279879925253546
3576.547231270358,27.69759450171823,40.67268147647396
3802.2801302931593,31.494845360824755,43.50308819100561
4664.169381107492,38.4192439862543,43.261265389100444
5081.4332247557,41.546391752577335,42.94096563573885
5409.771986970684,45.12027491408935,43.804375566944096
5820.195439739414,49.810996563573894,44.94820778107805
6353.7459283387625,54.27835051546393,44.86642999616296
6812.052117263844,57.62886597938145,44.431075821727816
7174.592833876222,62.096219931271484,45.45614707766486
7543.973941368078,68.35051546391753,47.58459003258374
7756.026058631922,70.58419243986256,47.79614919957438
8125.4071661237795,75.49828178694159,48.799643862545715
8453.745928338763,78.62542955326461,48.84707436374212
8953.094462540717,82.86941580756016,48.6122617875067
9137.785016286645,84.65635738831617,48.656779319165516
9445.602605863192,90.46391752577321,50.30028412908676
9773.941368078176,94.70790378006873,50.891026651485284
10047.557003257329,97.83505154639177,51.139763681367576
10334.85342019544,101.6323024054983,51.6478396481779
10663.192182410425,103.1958762886598,50.827625817536855
10977.85016286645,106.54639175257734,50.97370078682351
11278.827361563519,109.22680412371136,50.8615972980199
11538.762214983713,112.35395189003438,51.1391901776263
11785.016286644952,114.3642611683849,50.96650569223377
12044.951140065146,116.15120274914091,50.64579422073012
12236.482084690553,117.26804123711341,50.33241975223264
12516.938110749186,118.38487972508592,49.67328134204034
12811.074918566776,119.27835051546393,48.89908933397291
13084.690553745928,118.60824742268042,47.60758482634371
13269.381107491858,118.60824742268042,46.94495624307697
13556.677524429968,118.38487972508592,45.863552274936545
13700.325732899022,118.16151202749143,45.297044265024766
13878.175895765473,117.93814432989691,44.6320279172722
