RPM,Power,Torque
RPM,Power (HP),Torque (lb-ft)
1333.333333333334,2.037037037037038,8.023888888888889
1495.9349593495954,6.518518518518533,22.88552657004833
1788.617886178863,10.59259259259261,31.10351111111114
2341.463414634147,13.444444444444457,30.156449074074096
2796.747967479676,18.333333333333343,34.42808139534884
3284.5528455284566,22.40740740740742,35.82944444444445
4552.845528455286,31.37037037037038,36.18773888888889
6178.861788617885,43.59259259259261,37.05347426900587
7056.910569105692,56.22222222222223,41.84254685099846
8325.203252032521,69.66666666666667,43.94959765625
8878.048780487805,71.2962962962963,42.17685185185186
9528.455284552847,83.51851851851852,46.03466628744785
10373.983739837398,93.2962962962963,47.232785440613036
11186.991869918702,98.18518518518519,46.09537564599483
11772.357723577237,101.44444444444444,45.25739318600368
12715.447154471547,108.77777777777779,44.92967348678601
13268.29268292683,108.37037037037038,42.89633932461874
13853.658536585366,105.11111111111111,39.84821439749609
14373.983739837398,99.81481481481482,36.47057189542484
