0.336996 21.2346
0.512821 21.4815
0.630037 21.9753
0.688645 22.4691
0.717949 22.716
0.776557 23.2099
0.805861 24.4444
1.15751 26.9136
1.42125 26.4198
1.62637 26.6667
1.71429 27.1605
1.74359 28.1481
2.09524 29.8765
2.24176 30.1235
3.12088 30.8642
3.91209 32.3457
3.94139 32.3457
4.23443 32.8395
4.61538 34.0741
5.11355 35.5556
5.28938 35.8025
5.34799 36.0494
5.40659 36.2963
5.49451 36.2963
5.58242 36.7901
6.08059 38.7654
6.13919 39.0123
6.1978 39.2593
6.28571 39.7531
6.31502 39.7531
6.43223 40
6.49084 40.2469
6.75458 41.2346
6.81319 40.7407
6.9304 40.9877
7.07692 41.7284
7.25275 42.2222
7.31136 41.7284
7.34066 42.4691
7.54579 42.4691
7.663 42.716
8.04396 43.9506
8.10256 43.4568
8.13187 43.4568
8.45421 44.4444
8.65934 44.1975
8.77656 43.9506
8.83516 43.2099
8.92308 42.963
9.0696 42.4691
9.12821 42.2222
9.18681 41.9753
9.27473 41.7284
9.36264 41.4815
9.47985 41.9753
10.0952 39.7531
10.1245 40.2469
10.2125 40
10.3004 39.7531
10.4469 38.7654
10.7106 38.2716
10.8864 38.2716
11.033 37.5309
11.2674 36.7901
11.3846 35.8025
11.5311 36.0494
11.5897 35.8025
